"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
157,157,"NPL","Nepal","NEPAL","Nepal","Nepal","","","","Népal ","Nepal ","<U+041D><U+0435><U+043F><U+0430><U+043B>","<U+0646><U+064A><U+0628><U+0627><U+0644>","<U+5C3C><U+6CCA><U+5C14> ","","","Nepal","NP",NA,"NP",524,"1765","Present",NA
