"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
20488,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",119,"Chhisti","","Village development committee","Village development committee"
20489,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",120,"Taman","","Village development committee","Village development committee"
20490,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",121,"Ranasinkiteni","","Village development committee","Village development committee"
20491,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",122,"Rajkut","","Village development committee","Village development committee"
20492,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",123,"Pandavkhani","","Village development committee","Village development committee"
20493,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",124,"Palakot","","Village development committee","Village development committee"
20494,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",125,"Tara","","Village development committee","Village development committee"
20495,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",126,"Nisi","","Village development committee","Village development committee"
20496,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",127,"Tangram","","Village development committee","Village development committee"
20497,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",128,"Khunga","","Village development committee","Village development committee"
20498,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",129,"Heel","","Village development committee","Village development committee"
20499,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",130,"Bhinggithe","","Village development committee","Village development committee"
20500,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",131,"Bhimpokhara","","Village development committee","Village development committee"
20501,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",132,"Arjewa","","Village development committee","Village development committee"
20502,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",133,"Sunkhani","","Village development committee","Village development committee"
20503,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",134,"Darling","","Village development committee","Village development committee"
20504,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",135,"Devisthan","","Village development committee","Village development committee"
20505,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",136,"Argal","","Village development committee","Village development committee"
20506,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",137,"Malikathota","","Village development committee","Village development committee"
20507,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",138,"Amarbhumi","","Village development committee","Village development committee"
20508,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",139,"Akhikarichaur","","Village development committee","Village development committee"
20509,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",140,"Lekhani","","Village development committee","Village development committee"
20510,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",141,"Batakachaur","","Village development committee","Village development committee"
20511,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",142,"Dagatundada","","Village development committee","Village development committee"
20512,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",143,"Damek","","Village development committee","Village development committee"
20513,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",144,"Bhakunde","","Village development committee","Village development committee"
20514,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",145,"Bihunkot","","Village development committee","Village development committee"
20515,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",146,"Binamare","","Village development committee","Village development committee"
20516,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",147,"Andheri (Narayanstha","","Village development committee","Village development committee"
20517,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",148,"KalikaN.P.","","Village development committee","Village development committee"
20518,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",149,"Dhudhilabhati","","Village development committee","Village development committee"
20519,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",150,"Gwalichaur","","Village development committee","Village development committee"
20520,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",151,"Hugdisheer","","Village development committee","Village development committee"
20521,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",152,"Kandebas","","Village development committee","Village development committee"
20522,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",153,"Malma","","Village development committee","Village development committee"
20523,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",154,"Dhullubaskot","","Village development committee","Village development committee"
20524,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",155,"Narethanti","","Village development committee","Village development committee"
20525,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",156,"Paiyunthanthap","","Village development committee","Village development committee"
20526,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",157,"Rangkhani","","Village development committee","Village development committee"
20527,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",158,"Rayadanda","","Village development committee","Village development committee"
20528,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",159,"Righa","","Village development committee","Village development committee"
20529,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",160,"Amalachaur","","Village development committee","Village development committee"
20530,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",161,"Jaljala","","Village development committee","Village development committee"
20531,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",162,"Sisakhani","","Village development committee","Village development committee"
20532,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",163,"Sarkuwa","","Village development committee","Village development committee"
20533,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",164,"Singana","","Village development committee","Village development committee"
20534,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",165,"Salyan","","Village development committee","Village development committee"
20535,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",166,"Hatiya","","Village development committee","Village development committee"
20536,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",167,"Boharagaun","","Village development committee","Village development committee"
20537,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",168,"Bongadovan","","Village development committee","Village development committee"
20538,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",169,"Bowang","","Village development committee","Village development committee"
20539,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",170,"Burtiwang","","Village development committee","Village development committee"
20540,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",171,"Dhamja","","Village development committee","Village development committee"
20541,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",172,"DhulluGaidi","","Village development committee","Village development committee"
20542,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",173,"Harichaur","","Village development committee","Village development committee"
20543,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",174,"Kusmishera","","Village development committee","Village development committee"
20544,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",175,"Paiyunpata","","Village development committee","Village development committee"
20545,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",176,"Tityang","","Village development committee","Village development committee"
20546,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",177,"Sukhaura","","Village development committee","Village development committee"
20547,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",178,"Resh","","Village development committee","Village development committee"
20548,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2223,"Surkhang","","Village development committee","Village development committee"
20549,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2224,"Muktinath","","Village development committee","Village development committee"
20550,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2225,"Dhami","","Village development committee","Village development committee"
20551,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2226,"Chhusang","","Village development committee","Village development committee"
20552,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2227,"Chhonhup","","Village development committee","Village development committee"
20553,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2228,"Charang","","Village development committee","Village development committee"
20554,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2229,"Kagbeni","","Village development committee","Village development committee"
20555,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2230,"Jomsom","","Village development committee","Village development committee"
20556,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2231,"Lomanthang","","Village development committee","Village development committee"
20557,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2232,"Tukuche","","Village development committee","Village development committee"
20558,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2233,"Marpha","","Village development committee","Village development committee"
20559,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2234,"Jhong","","Village development committee","Village development committee"
20560,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2235,"Lete","","Village development committee","Village development committee"
20561,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2236,"Kunjo","","Village development committee","Village development committee"
20562,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2237,"Kowang","","Village development committee","Village development committee"
20563,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",61,"Mustang",2238,"Chhoser","","Village development committee","Village development committee"
20564,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2239,"Kuhun","","Village development committee","Village development committee"
20565,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2240,"Shikha","","Village development committee","Village development committee"
20566,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2241,"Tatopani(Bhurung)","","Village development committee","Village development committee"
20567,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2242,"Ramche","","Village development committee","Village development committee"
20568,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2243,"Takam","","Village development committee","Village development committee"
20569,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2244,"Singa","","Village development committee","Village development committee"
20570,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2245,"Ratnechaur","","Village development committee","Village development committee"
20571,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2246,"RakhuBhagawati","","Village development committee","Village development committee"
20572,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2247,"Okharbot","","Village development committee","Village development committee"
20573,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2248,"HisthanMandali","","Village development committee","Village development committee"
20574,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2249,"GurjaKhani","","Village development committee","Village development committee"
20575,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2250,"Pakhapani","","Village development committee","Village development committee"
20576,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2251,"Pulachaur","","Village development committee","Village development committee"
20577,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2252,"Dowa","","Village development committee","Village development committee"
20578,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2253,"Dhar","","Village development committee","Village development committee"
20579,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2254,"Niskot","","Village development committee","Village development committee"
20580,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2255,"Darwang","","Village development committee","Village development committee"
20581,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2256,"Muna","","Village development committee","Village development committee"
20582,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2257,"Lulang","","Village development committee","Village development committee"
20583,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2258,"RakhuPiple","","Village development committee","Village development committee"
20584,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2259,"Dana","","Village development committee","Village development committee"
20585,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2260,"Jhin","","Village development committee","Village development committee"
20586,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2261,"Bima","","Village development committee","Village development committee"
20587,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2262,"Baranja","","Village development committee","Village development committee"
20588,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2263,"Arthunge","","Village development committee","Village development committee"
20589,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2264,"Babiyachaur","","Village development committee","Village development committee"
20590,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2265,"Devisthan","","Village development committee","Village development committee"
20591,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2266,"Patalekhet","","Village development committee","Village development committee"
20592,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2267,"Narchyang","","Village development committee","Village development committee"
20593,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2268,"Mudi","","Village development committee","Village development committee"
20594,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2269,"Marang","","Village development committee","Village development committee"
20595,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2270,"Malkwang","","Village development committee","Village development committee"
20596,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2271,"Kuinemangale","","Village development committee","Village development committee"
20597,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2272,"Dhatan","","Village development committee","Village development committee"
20598,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2273,"Dagnam","","Village development committee","Village development committee"
20599,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2274,"Chimkhola","","Village development committee","Village development committee"
20600,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2275,"Bhakilmi","","Village development committee","Village development committee"
20601,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2276,"Bagarkhola","","Village development committee","Village development committee"
20602,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2277,"Arman","","Village development committee","Village development committee"
20603,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2278,"Room","","Village development committee","Village development committee"
20604,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",62,"Myagdi",2279,"Jyamrukot","","Village development committee","Village development committee"
20605,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2582,"ThanaMaulo","","Village development committee","Village development committee"
20606,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2583,"BihadiBarachaur","","Village development committee","Village development committee"
20607,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2584,"BihadiRanipani","","Village development committee","Village development committee"
20608,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2585,"Bhoksing","","Village development committee","Village development committee"
20609,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2586,"Bhangara","","Village development committee","Village development committee"
20610,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2587,"BitalawaPipaltari","","Village development committee","Village development committee"
20611,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2588,"Behulibans","","Village development committee","Village development committee"
20612,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2589,"Tribeni","","Village development committee","Village development committee"
20613,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2590,"Pakhapani","","Village development committee","Village development committee"
20614,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2591,"Saraukhola","","Village development committee","Village development committee"
20615,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2592,"Tilahar","","Village development committee","Village development committee"
20616,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2593,"Thulipokhari","","Village development committee","Village development committee"
20617,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2594,"Salija","","Village development committee","Village development committee"
20618,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2595,"Urampokhara","","Village development committee","Village development committee"
20619,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2596,"Balakot","","Village development committee","Village development committee"
20620,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2597,"Bahakithanti","","Village development committee","Village development committee"
20621,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2598,"Nagliwang","","Village development committee","Village development committee"
20622,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2599,"Bachchha","","Village development committee","Village development committee"
20623,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2600,"Lekhfant","","Village development committee","Village development committee"
20624,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2601,"Kyang","","Village development committee","Village development committee"
20625,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2602,"Khurkot","","Village development committee","Village development committee"
20626,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2603,"Thapathana","","Village development committee","Village development committee"
20627,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2604,"Dhairing","","Village development committee","Village development committee"
20628,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2605,"Pangrang","","Village development committee","Village development committee"
20629,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2606,"Pakuwa","","Village development committee","Village development committee"
20630,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2607,"LunkhuDeurali","","Village development committee","Village development committee"
20631,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2608,"Limithana","","Village development committee","Village development committee"
20632,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2609,"Huwas","","Village development committee","Village development committee"
20633,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2610,"Falamkhani","","Village development committee","Village development committee"
20634,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2611,"Bhorle","","Village development committee","Village development committee"
20635,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2612,"Arthar Dadakharka","","Village development committee","Village development committee"
20636,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2613,"Deurali","","Village development committee","Village development committee"
20637,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2614,"Taklak","","Village development committee","Village development committee"
20638,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2615,"Pang","","Village development committee","Village development committee"
20639,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2616,"Bhuktangle","","Village development committee","Village development committee"
20640,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2617,"Shivalaya","","Village development committee","Village development committee"
20641,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2618,"Banskharka","","Village development committee","Village development committee"
20642,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2619,"Banou","","Village development committee","Village development committee"
20643,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2620,"ShankarPokhari","","Village development committee","Village development committee"
20644,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2621,"Bajung","","Village development committee","Village development committee"
20645,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2622,"MajhphantMallaj","","Village development committee","Village development committee"
20646,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2623,"Saligram","","Village development committee","Village development committee"
20647,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2624,"Ramjadeurali","","Village development committee","Village development committee"
20648,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2625,"Deupurkot","","Village development committee","Village development committee"
20649,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2626,"Mudikuwa","","Village development committee","Village development committee"
20650,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2627,"Chitre","","Village development committee","Village development committee"
20651,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2628,"Kurgha","","Village development committee","Village development committee"
20652,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2629,"Chuwa","","Village development committee","Village development committee"
20653,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2630,"KhaulaLakuri","","Village development committee","Village development committee"
20654,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2631,"FalebasDevisthan","","Village development committee","Village development committee"
20655,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2632,"FulebasKhanigaun","","Village development committee","Village development committee"
20656,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2633,"Hosrangdi","","Village development committee","Village development committee"
20657,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2634,"Karkineta","","Village development committee","Village development committee"
20658,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2635,"Katuwachaupari","","Village development committee","Village development committee"
20659,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",63,"Parbat",2636,"Durlung","","Village development committee","Village development committee"
20660,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",518,"Dadhikot","","Village development committee","Village development committee"
20661,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",519,"Tathali","","Village development committee","Village development committee"
20662,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",520,"Gundu","","Village development committee","Village development committee"
20663,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",521,"Kautunje","","Village development committee","Village development committee"
20664,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",522,"BhaktapurN.P.","","Village development committee","Village development committee"
20665,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",523,"Nankhel","","Village development committee","Village development committee"
20666,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",524,"Balkot","","Village development committee","Village development committee"
20667,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",525,"Sudal","","Village development committee","Village development committee"
20668,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",526,"Nagarkot","","Village development committee","Village development committee"
20669,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",527,"MadhyapurThimiN.P.","","Village development committee","Village development committee"
20670,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",528,"Jhaukhel","","Village development committee","Village development committee"
20671,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",529,"Duwakot","","Village development committee","Village development committee"
20672,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",530,"Chhaling","","Village development committee","Village development committee"
20673,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",531,"Changunarayan","","Village development committee","Village development committee"
20674,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",532,"Bageswari","","Village development committee","Village development committee"
20675,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",533,"Sipadol","","Village development committee","Village development committee"
20676,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",534,"Sirutar","","Village development committee","Village development committee"
20677,157,"NPL","Nepal",1,"Central",1,"Bagmati",1,"Bhaktapur",535,"Chitapol","","Village development committee","Village development committee"
20678,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",797,"Jyamrung","","Village development committee","Village development committee"
20679,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",798,"Mahadevsthan","","Village development committee","Village development committee"
20680,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",799,"Maidi","","Village development committee","Village development committee"
20681,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",800,"Kumpur","","Village development committee","Village development committee"
20682,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",801,"Kiranchok","","Village development committee","Village development committee"
20683,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",802,"Khari","","Village development committee","Village development committee"
20684,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",803,"Aginchok","","Village development committee","Village development committee"
20685,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",804,"Baseri","","Village development committee","Village development committee"
20686,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",805,"Budhathum","","Village development committee","Village development committee"
20687,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",806,"Darkha","","Village development committee","Village development committee"
20688,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",807,"Gumdi","","Village development committee","Village development committee"
20689,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",808,"Jharlang","","Village development committee","Village development committee"
20690,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",809,"Marpak","","Village development committee","Village development committee"
20691,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",810,"Mulpani","","Village development committee","Village development committee"
20692,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",811,"Phulkhark","","Village development committee","Village development committee"
20693,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",812,"Khalte","","Village development committee","Village development committee"
20694,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",813,"Kewalpur","","Village development committee","Village development committee"
20695,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",814,"ReeGaun","","Village development committee","Village development committee"
20696,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",815,"Kalleri","","Village development committee","Village development committee"
20697,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",816,"Katunje","","Village development committee","Village development committee"
20698,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",817,"Lapa","","Village development committee","Village development committee"
20699,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",818,"Jogimara","","Village development committee","Village development committee"
20700,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",819,"Sertung","","Village development committee","Village development committee"
20701,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",820,"Jeewanpur","","Village development committee","Village development committee"
20702,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",821,"Tipling","","Village development committee","Village development committee"
20703,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",822,"Goganpani","","Village development committee","Village development committee"
20704,157,"NPL","Nepal",1,"Central",1,"Bagmati",2,"Dhading",823,"Gajuri","","Village development committee","Village development committee"
